db_row,date,weekday,slot,node_name,winner,legacy_people,battle_count,unified_or_constraint,banquet,tax_days,holding_days,release_date,calculation_status
229,2026-03-22,日,1D,ベア川下流,磯野家,,,統一,-,0,7,2026-03-29,resolved
229,2026-03-22,日,1E,アルティノ入り口,氣噗噗讓玻璃心碎一地,,,統一,-,0,7,2026-03-29,resolved
230,2026-03-23,月,3A,ルツム族駐屯地,RaиkSS,,,,宴会,4,7,2026-03-30,resolved
230,2026-03-23,月,3B,アト農場,雪狼族,,,,-,0,7,2026-03-30,resolved
230,2026-03-23,月,2A,ベリア農場地帯,PokemonGo,,,-,-,0,7,2026-03-30,resolved
230,2026-03-23,月,2B,ギュントの丘,UnityJP,,,-,-,0,4,2026-03-27,resolved
230,2026-03-23,月,2C,高原地帯,MystSA,,,-,宴会,4,7,2026-03-30,resolved
230,2026-03-23,月,1A,隠遁の森,Pandora,,,-,-,0,7,2026-03-30,resolved
230,2026-03-23,月,1B,エワズの丘,ーリベリオンー,,,-,-,0,4,2026-03-27,resolved
230,2026-03-23,月,1C,廃城跡入り口,xAEGISx,,,統一,宴会,0,3,2026-03-26,resolved
230,2026-03-23,月,1D,カイア渡し場,PhoenixJP,,,-,宴会,0,3,2026-03-26,resolved
230,2026-03-23,月,1E,カズラ農場,Outlaws,,,統一,-,0,7,2026-03-30,resolved
233,2026-03-26,木,3A,北部大農場,PONYTAIL,,,,-,0,7,2026-04-02,resolved
233,2026-03-26,木,2A,トロル防御基地,シェイド,,,統一,宴会,0,7,2026-04-02,resolved
233,2026-03-26,木,2B,隠された修道院,xAEGISx,,,-,-,0,3,2026-03-29,resolved
233,2026-03-26,木,2C,マルニの第2実験場,PhoenixJP,,,-,宴会,6,7,2026-04-02,resolved
233,2026-03-26,木,1A,アグリス平原,ーEspoirー,,,統一,-,6,7,2026-04-02,resolved
233,2026-03-26,木,1B,リンチ農場廃墟,一惡人谷一,,,-,宴会,0,7,2026-04-02,resolved
233,2026-03-26,木,1C,ブレディー砦,Kopitiam,,,-,-,0,7,2026-04-02,resolved
233,2026-03-26,木,1D,エントの森,kaioken,,,統一,-,0,7,2026-04-02,resolved
233,2026-03-26,木,1E,クリオ村,黒の太陽,,,-,宴会,4,1,2026-03-27,resolved
234,2026-03-27,金,3A,アグリス祭壇,・殺戮・,,,,-,0,7,2026-04-03,resolved
234,2026-03-27,金,2A,ナーガ抽出場,UnityJP,,,統一,-,6,7,2026-04-03,resolved
234,2026-03-27,金,2B,オークキャンプ,FLORISTS,,,-,-,6,7,2026-04-03,resolved
234,2026-03-27,金,1A,北部採石場,TheEnd,,,統一,-,1,7,2026-04-03,resolved
234,2026-03-27,金,1B,ハーピーの絶壁,ーArchー,,,-,-,1,3,2026-03-30,resolved
234,2026-03-27,金,1C,ブリの森,ーリベリオンー,,,-,-,0,2,2026-03-29,resolved
234,2026-03-27,金,1D,マンシャの森の奥,黒の太陽,,,-,宴会,4,7,2026-04-03,resolved
234,2026-03-27,金,1E,廃鉄鉱山採掘場,放置無言出入自由,,,-,-,0,7,2026-04-03,resolved
236,2026-03-29,日,3A,デルニール農場,沙漠黑鷹,,,,宴会,0,7,2026-04-05,resolved
236,2026-03-29,日,2A,略奪の森,VainqueurJP,,,-,-,1,1,2026-03-30,resolved
236,2026-03-29,日,2B,忘却の地,xAEGISx,,,-,-,0,1,2026-03-30,resolved
236,2026-03-29,日,1A,ナーガ沼地,亗Luxúria亗,,,統一,-,6,5,2026-04-03,resolved
236,2026-03-29,日,1B,旧ダンデリオン,海尼根飲酒俱樂部,,,統一,-,3,7,2026-04-05,resolved
236,2026-03-29,日,1C,捨てられた地,ーリベリオンー,,,-,-,0,5,2026-04-03,resolved
236,2026-03-29,日,1D,ベア川下流,柿一門,,,-,-,0,7,2026-04-05,resolved
236,2026-03-29,日,1E,アルティノ入り口,Restart,,,-,宴会,0,5,2026-04-03,resolved
237,2026-03-30,月,3A,ルツム族駐屯地,RaиkSS,,,,-,0,7,2026-04-06,resolved
237,2026-03-30,月,3B,アト農場,雪狼族,,,,宴会,0,7,2026-04-06,resolved
237,2026-03-30,月,2A,ベリア農場地帯,VainqueurJP,,,-,宴会,0,3,2026-04-02,resolved
237,2026-03-30,月,2B,ギュントの丘,xAEGISx,,,-,-,3,6,2026-04-05,resolved
237,2026-03-30,月,2C,高原地帯,MystSA,,,-,-,0,7,2026-04-06,resolved
237,2026-03-30,月,1A,隠遁の森,Revenant,,,統一,宴会,0,6,2026-04-05,resolved
237,2026-03-30,月,1B,エワズの丘,βυsнỉȉdo家族,,,-,-,3,7,2026-04-06,resolved
237,2026-03-30,月,1C,廃城跡入り口,氣噗噗讓玻璃心碎一地,,,-,-,4,7,2026-04-06,resolved
237,2026-03-30,月,1D,カイア渡し場,ーArchー,,,統一,-,4,3,2026-04-02,resolved
237,2026-03-30,月,1E,カズラ農場,TheUniverse,,,-,-,0,7,2026-04-06,resolved
240,2026-04-02,木,3A,北部大農場,PONYTAIL,,,,宴会,0,7,2026-04-09,resolved
240,2026-04-02,木,2A,トロル防御基地,ーArchー,,,-,-,0,4,2026-04-06,resolved
240,2026-04-02,木,2B,隠された修道院,磯野家,,,-,-,4,7,2026-04-09,resolved
240,2026-04-02,木,2C,マルニの第2実験場,VainqueurJP,,,-,-,0,3,2026-04-05,resolved
240,2026-04-02,木,1A,アグリス平原,ーEspoirー,,,-,宴会,0,4,2026-04-06,resolved
240,2026-04-02,木,1B,リンチ農場廃墟,一惡人谷一,,,-,-,0,7,2026-04-09,resolved
240,2026-04-02,木,1C,ブレディー砦,Kopitiam,,,統一,-,0,7,2026-04-09,resolved
240,2026-04-02,木,1D,エントの森,一DEFlANCE,,,-,宴会,0,7,2026-04-09,resolved
240,2026-04-02,木,1E,クリオ村,Döraêmön,,,-,-,6,7,2026-04-09,resolved
241,2026-04-03,金,3A,アグリス祭壇,・殺戮・,,,,-,0,#N/A,#N/A,pending_or_error
241,2026-04-03,金,2A,ナーガ抽出場,UnityJP,,,統一,-,0,#N/A,#N/A,pending_or_error
241,2026-04-03,金,2B,オークキャンプ,PhoenixJP,,,-,宴会,0,#N/A,#N/A,pending_or_error
241,2026-04-03,金,1A,北部採石場,ひよこりあ,,,-,宴会,0,#N/A,#N/A,pending_or_error
241,2026-04-03,金,1B,ハーピーの絶壁,心晴,,,統一,-,4,#N/A,#N/A,pending_or_error
241,2026-04-03,金,1C,ブリの森,ーリベリオンー,,,-,宴会,5,3,2026-04-06,resolved
241,2026-04-03,金,1D,マンシャの森の奥,亗Luxúria亗,,,統一,-,0,#N/A,#N/A,pending_or_error
241,2026-04-03,金,1E,廃鉄鉱山採掘場,Restart,,,-,-,0,#N/A,#N/A,pending_or_error
243,2026-04-05,日,3A,デルニール農場,沙漠黑鷹,,,,-,0,7,2026-04-12,resolved
243,2026-04-05,日,2A,略奪の森,VainqueurJP,,,-,-,6,1,2026-04-06,resolved
243,2026-04-05,日,2B,忘却の地,xAEGISx,,,-,宴会,6,7,2026-04-12,resolved
243,2026-04-05,日,1A,ナーガ沼地,海洋之心,,,-,-,2,7,2026-04-12,resolved
243,2026-04-05,日,1B,旧ダンデリオン,黒の太陽,,,-,-,0,7,2026-04-12,resolved
243,2026-04-05,日,1C,捨てられた地,Elements,,,統一,-,2,7,2026-04-12,resolved
243,2026-04-05,日,1D,ベア川下流,オアシスステップ,,,-,宴会,0,5,2026-04-10,resolved
243,2026-04-05,日,1E,アルティノ入り口,Revenant,,,統一,-,2,7,2026-04-12,resolved
244,2026-04-06,月,3A,ルツム族駐屯地,RaиkSS,,,,-,0,7,2026-04-13,resolved
244,2026-04-06,月,3B,アト農場,雪狼族,,,,-,0,7,2026-04-13,resolved
244,2026-04-06,月,2A,ベリア農場地帯,VainqueurJP,,,-,-,4,7,2026-04-13,resolved
244,2026-04-06,月,2B,ギュントの丘,ーArchー,,,-,宴会,1,3,2026-04-09,resolved
244,2026-04-06,月,2C,高原地帯,MystSA,,,-,-,0,7,2026-04-13,resolved
244,2026-04-06,月,1A,隠遁の森,ーEspoirー,,,-,-,1,7,2026-04-13,resolved
244,2026-04-06,月,1B,エワズの丘,βυsнỉȉdo家族,,,-,-,0,7,2026-04-13,resolved
244,2026-04-06,月,1C,廃城跡入り口,氣噗噗讓玻璃心碎一地,,,統一,宴会,0,7,2026-04-13,resolved
244,2026-04-06,月,1D,カイア渡し場,ーリベリオンー,,,-,宴会,4,4,2026-04-10,resolved
244,2026-04-06,月,1E,カズラ農場,TheUniverse,,,統一,-,0,7,2026-04-13,resolved
247,2026-04-09,木,3A,北部大農場,PONYTAIL,,,,-,0,#N/A,#N/A,pending_or_error
247,2026-04-09,木,2A,トロル防御基地,ーArchー,,,-,-,3,#N/A,#N/A,pending_or_error
247,2026-04-09,木,2B,隠された修道院,柿一門,,,-,-,0,#N/A,#N/A,pending_or_error
247,2026-04-09,木,2C,マルニの第2実験場,Иouver,,,-,-,4,#N/A,#N/A,pending_or_error
247,2026-04-09,木,1A,アグリス平原,C0BRA,,,統一,-,3,#N/A,#N/A,pending_or_error
247,2026-04-09,木,1B,リンチ農場廃墟,一惡人谷一,,,-,-,0,#N/A,#N/A,pending_or_error
247,2026-04-09,木,1C,ブレディー砦,Kopitiam,,,-,宴会,0,#N/A,#N/A,pending_or_error
247,2026-04-09,木,1D,エントの森,一DEFlANCE,,,統一,-,0,#N/A,#N/A,pending_or_error
247,2026-04-09,木,1E,クリオ村,PokemonGo,,,-,-,0,#N/A,#N/A,pending_or_error
248,2026-04-10,金,3A,アグリス祭壇,・殺戮・,,,,宴会,#N/A,#N/A,#N/A,pending_or_error
248,2026-04-10,金,2A,ナーガ抽出場,UnityJP,,,-,宴会,#N/A,3,2026-04-13,pending_or_error
248,2026-04-10,金,2B,オークキャンプ,PhoenixJP,,,-,-,#N/A,#N/A,#N/A,pending_or_error
248,2026-04-10,金,1A,北部採石場,のら猫,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
248,2026-04-10,金,1B,ハーピーの絶壁,オアシスステップ,,,-,宴会,#N/A,2,2026-04-12,pending_or_error
248,2026-04-10,金,1C,ブリの森,ーリベリオンー,,,-,-,4,6,2026-04-16,resolved
248,2026-04-10,金,1D,マンシャの森の奥,亗Luxúria亗,,,-,-,#N/A,#N/A,#N/A,pending_or_error
248,2026-04-10,金,1E,廃鉄鉱山採掘場,Pandora,,,-,宴会,#N/A,3,2026-04-13,pending_or_error
250,2026-04-12,日,3A,デルニール農場,沙漠黑鷹,,,,宴会,0,7,2026-04-19,resolved
250,2026-04-12,日,2A,略奪の森,AlmaVivaJP,,,統一,-,6,7,2026-04-19,resolved
250,2026-04-12,日,2B,忘却の地,TRAITORs,,,-,-,0,5,2026-04-17,resolved
250,2026-04-12,日,1A,ナーガ沼地,微笑Party,,,統一,-,0,7,2026-04-19,resolved
250,2026-04-12,日,1B,旧ダンデリオン,シェイド,,,統一,-,0,1,2026-04-13,resolved
250,2026-04-12,日,1C,捨てられた地,オアシスステップ,,,-,-,0,7,2026-04-19,resolved
250,2026-04-12,日,1D,ベア川下流,黄昏のえりしおん,,,-,-,2,7,2026-04-19,resolved
250,2026-04-12,日,1E,アルティノ入り口,Restart,,,-,宴会,0,7,2026-04-19,resolved
251,2026-04-13,月,3A,ルツム族駐屯地,常悪魔遇到殺手猫,,,,宴会,0,7,2026-04-20,resolved
251,2026-04-13,月,3B,アト農場,雪狼族,,,,宴会,0,7,2026-04-20,resolved
251,2026-04-13,月,2A,ベリア農場地帯,VainqueurJP,,,-,-,0,7,2026-04-20,resolved
251,2026-04-13,月,2B,ギュントの丘,UnityJP,,,-,-,4,7,2026-04-20,resolved
251,2026-04-13,月,2C,高原地帯,MystSA,,,統一,宴会,0,7,2026-04-20,resolved
251,2026-04-13,月,1A,隠遁の森,Pandora,,,-,-,0,7,2026-04-20,resolved
251,2026-04-13,月,1B,エワズの丘,βυsнỉȉdo家族,,,統一,宴会,0,7,2026-04-20,resolved
251,2026-04-13,月,1C,廃城跡入り口,氣噗噗讓玻璃心碎一地,,,-,-,0,7,2026-04-20,resolved
251,2026-04-13,月,1D,カイア渡し場,シェイド,,,-,-,3,6,2026-04-19,resolved
251,2026-04-13,月,1E,カズラ農場,TheUniverse,,,-,-,0,7,2026-04-20,resolved
254,2026-04-16,木,3A,北部大農場,PONYTAIL,,,,-,#N/A,#N/A,#N/A,pending_or_error
254,2026-04-16,木,2A,トロル防御基地,FLORISTS,,,-,-,#N/A,#N/A,#N/A,pending_or_error
254,2026-04-16,木,2B,隠された修道院,義勇,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
254,2026-04-16,木,2C,マルニの第2実験場,Döraêmön,,,,,#N/A,#N/A,#N/A,pending_or_error
254,2026-04-16,木,1A,アグリス平原,Maverickz,,,-,宴会,#N/A,1,2026-04-17,pending_or_error
254,2026-04-16,木,1B,リンチ農場廃墟,xAEGISx,,,統一,-,#N/A,4,2026-04-20,pending_or_error
254,2026-04-16,木,1C,ブレディー砦,Kopitiam,,,-,-,#N/A,#N/A,#N/A,pending_or_error
254,2026-04-16,木,1D,エントの森,ーリベリオンー,,,-,-,#N/A,3,2026-04-19,pending_or_error
254,2026-04-16,木,1E,クリオ村,PokemonGo,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
255,2026-04-17,金,3A,アグリス祭壇,・殺戮・,,,,-,#N/A,#N/A,#N/A,pending_or_error
255,2026-04-17,金,2A,ナーガ抽出場,Maverickz,,,-,-,4,#N/A,#N/A,pending_or_error
255,2026-04-17,金,2B,オークキャンプ,TRAITORs,,,-,-,#N/A,2,2026-04-19,pending_or_error
255,2026-04-17,金,1A,北部採石場,柿一門,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
255,2026-04-17,金,1B,ハーピーの絶壁,ーArchー,,,-,-,5,#N/A,#N/A,pending_or_error
255,2026-04-17,金,1C,ブリの森,ムpocalypse,,,統一,-,1,#N/A,#N/A,pending_or_error
255,2026-04-17,金,1D,マンシャの森の奥,亗Luxúria亗,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
255,2026-04-17,金,1E,廃鉄鉱山採掘場,Elements,,,統一,-,4,#N/A,#N/A,pending_or_error
257,2026-04-19,日,3A,デルニール農場,沙漠黑鷹,,,,-,0,7,2026-04-26,resolved
257,2026-04-19,日,2A,略奪の森,AlmaVivaJP,,,-,-,0,7,2026-04-26,resolved
257,2026-04-19,日,2B,忘却の地,TRAITORs,,,-,-,2,5,2026-04-24,resolved
257,2026-04-19,日,1A,ナーガ沼地,ーリベリオンー,,,-,-,0,4,2026-04-23,resolved
257,2026-04-19,日,1B,旧ダンデリオン,シェイド,,,-,宴会,6,7,2026-04-26,resolved
257,2026-04-19,日,1C,捨てられた地,オアシスステップ,,,-,宴会,0,7,2026-04-26,resolved
257,2026-04-19,日,1D,ベア川下流,心晴,,,統一,-,0,7,2026-04-26,resolved
257,2026-04-19,日,1E,アルティノ入り口,Restart,,,統一,-,0,7,2026-04-26,resolved
258,2026-04-20,月,3A,ルツム族駐屯地,常悪魔遇到殺手猫,,,,-,0,7,2026-04-27,resolved
258,2026-04-20,月,3B,アト農場,雪狼族,,,,-,0,7,2026-04-27,resolved
258,2026-04-20,月,2A,ベリア農場地帯,黒の太陽,,,-,宴会,0,7,2026-04-27,resolved
258,2026-04-20,月,2B,ギュントの丘,xAEGISx,,,統一,-,0,7,2026-04-27,resolved
258,2026-04-20,月,2C,高原地帯,MystSA,,,-,-,0,7,2026-04-27,resolved
258,2026-04-20,月,1A,隠遁の森,Pandora,,,-,宴会,0,7,2026-04-27,resolved
258,2026-04-20,月,1B,エワズの丘,βυsнỉȉdo家族,,,-,-,0,7,2026-04-27,resolved
258,2026-04-20,月,1C,廃城跡入り口,氣噗噗讓玻璃心碎一地,,,-,-,0,7,2026-04-27,resolved
258,2026-04-20,月,1D,カイア渡し場,一惡人谷一,,,-,宴会,1,3,2026-04-23,resolved
258,2026-04-20,月,1E,カズラ農場,Revenant,,,統一,宴会,0,7,2026-04-27,resolved
261,2026-04-23,木,3A,北部大農場,PONYTAIL,,,,宴会,#N/A,#N/A,#N/A,pending_or_error
261,2026-04-23,木,2A,トロル防御基地,FLORISTS,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
261,2026-04-23,木,2B,隠された修道院,義勇,,,-,-,#N/A,#N/A,#N/A,pending_or_error
261,2026-04-23,木,2C,マルニの第2実験場,Döraêmön,,,-,-,#N/A,#N/A,#N/A,pending_or_error
261,2026-04-23,木,1A,アグリス平原,Elemento,,,統一,-,6,#N/A,#N/A,pending_or_error
261,2026-04-23,木,1B,リンチ農場廃墟,一惡人谷一,,,-,-,3,#N/A,#N/A,pending_or_error
261,2026-04-23,木,1C,ブレディー砦,Kopitiam,,,統一,宴会,#N/A,#N/A,#N/A,pending_or_error
261,2026-04-23,木,1D,エントの森,ーリベリオンー,,,-,-,4,4,2026-04-27,resolved
261,2026-04-23,木,1E,クリオ村,PokemonGo,,,-,-,#N/A,#N/A,#N/A,pending_or_error
262,2026-04-24,金,3A,アグリス祭壇,・殺戮・,,,,宴会,#N/A,#N/A,#N/A,pending_or_error
262,2026-04-24,金,2A,ナーガ抽出場,PhoenixJP,,,-,-,#N/A,#N/A,#N/A,pending_or_error
262,2026-04-24,金,2B,オークキャンプ,TRAITORs,,,-,宴会,5,2,2026-04-26,resolved
262,2026-04-24,金,1A,北部採石場,のら猫,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
262,2026-04-24,金,1B,ハーピーの絶壁,UnityJP,,,-,-,#N/A,3,2026-04-27,pending_or_error
262,2026-04-24,金,1C,ブリの森,C0BRA,,,-,-,#N/A,3,2026-04-27,pending_or_error
262,2026-04-24,金,1D,マンシャの森の奥,TheUniverse,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
262,2026-04-24,金,1E,廃鉄鉱山採掘場,微笑Party,,,-,-,#N/A,#N/A,#N/A,pending_or_error
264,2026-04-26,日,3A,デルニール農場,沙漠黑鷹,,,,-,0,7,2026-05-03,resolved
264,2026-04-26,日,2A,略奪の森,VainqueurJP,,,-,-,0,7,2026-05-03,resolved
264,2026-04-26,日,2B,忘却の地,TRAITORs,,,-,-,2,5,2026-05-01,resolved
264,2026-04-26,日,1A,ナーガ沼地,亗Luxúria亗,,,統一,宴会,3,7,2026-05-03,resolved
264,2026-04-26,日,1B,旧ダンデリオン,一SUN一,,,統一,-,0,7,2026-05-03,resolved
264,2026-04-26,日,1C,捨てられた地,ーArchー,,,統一,-,0,7,2026-05-03,resolved
264,2026-04-26,日,1D,ベア川下流,心晴,,,-,-,0,7,2026-05-03,resolved
264,2026-04-26,日,1E,アルティノ入り口,Maverickz,,,-,-,0,1,2026-04-27,resolved
265,2026-04-27,月,3A,ルツム族駐屯地,常悪魔遇到殺手猫,,,,宴会,0,7,2026-05-04,resolved
265,2026-04-27,月,3B,アト農場,雪狼族,,,,-,0,7,2026-05-04,resolved
265,2026-04-27,月,2A,ベリア農場地帯,Maverickz,,,-,-,0,7,2026-05-04,resolved
265,2026-04-27,月,2B,ギュントの丘,xAEGISx,,,-,-,0,7,2026-05-04,resolved
265,2026-04-27,月,2C,高原地帯,MystSA,,,-,-,0,7,2026-05-04,resolved
265,2026-04-27,月,1A,隠遁の森,Pandora,,,-,-,0,7,2026-05-04,resolved
265,2026-04-27,月,1B,エワズの丘,βυsнỉȉdo家族,,,統一,-,0,7,2026-05-04,resolved
265,2026-04-27,月,1C,廃城跡入り口,UnityJP,,,-,宴会,0,4,2026-05-01,resolved
265,2026-04-27,月,1D,カイア渡し場,ーリベリオンー,,,-,-,4,3,2026-04-30,resolved
265,2026-04-27,月,1E,カズラ農場,C0BRA,,,-,-,0,7,2026-05-04,resolved
268,2026-04-30,木,3A,北部大農場,PONYTAIL,,,,-,#N/A,4,2026-05-04,pending_or_error
268,2026-04-30,木,2A,トロル防御基地,黒の太陽,,,-,-,#N/A,#N/A,#N/A,pending_or_error
268,2026-04-30,木,2B,隠された修道院,義勇,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
268,2026-04-30,木,2C,マルニの第2実験場,Döraêmön,,,-,-,#N/A,4,2026-05-04,pending_or_error
268,2026-04-30,木,1A,アグリス平原,MÏRÃGË,,,-,-,#N/A,#N/A,#N/A,pending_or_error
268,2026-04-30,木,1B,リンチ農場廃墟,Etërnîty,,,統一,宴会,#N/A,#N/A,#N/A,pending_or_error
268,2026-04-30,木,1C,ブレディー砦,Kopitiam,,,-,-,#N/A,4,2026-05-04,pending_or_error
268,2026-04-30,木,1D,エントの森,ーリベリオンー,,,-,宴会,3,#N/A,#N/A,pending_or_error
268,2026-04-30,木,1E,クリオ村,PokemonGo,,,-,-,#N/A,#N/A,#N/A,pending_or_error
269,2026-05-01,金,3A,アグリス祭壇,・殺戮・,,,,-,#N/A,#N/A,#N/A,pending_or_error
269,2026-05-01,金,2A,ナーガ抽出場,UnityJP,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
269,2026-05-01,金,2B,オークキャンプ,TRAITORs,,,-,-,5,2,2026-05-03,resolved
269,2026-05-01,金,1A,北部採石場,Restart,,,-,-,#N/A,3,2026-05-04,pending_or_error
269,2026-05-01,金,1B,ハーピーの絶壁,シェイド,,,-,宴会,4,6,2026-05-07,resolved
269,2026-05-01,金,1C,ブリの森,Иouver,,,統一,-,4,#N/A,#N/A,pending_or_error
269,2026-05-01,金,1D,マンシャの森の奥,Revenant,,,統一,-,#N/A,2,2026-05-03,pending_or_error
269,2026-05-01,金,1E,廃鉄鉱山採掘場,美孚冰室,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
271,2026-05-03,日,3A,デルニール農場,沙漠黑鷹,,,,宴会,0,7,2026-05-10,resolved
271,2026-05-03,日,2A,略奪の森,VainqueurJP,,,-,宴会,0,7,2026-05-10,resolved
271,2026-05-03,日,2B,忘却の地,TRAITORs,,,-,宴会,2,7,2026-05-10,resolved
271,2026-05-03,日,1A,ナーガ沼地,亗Luxúria亗,,,-,-,0,7,2026-05-10,resolved
271,2026-05-03,日,1B,旧ダンデリオン,微笑Party,,,-,-,0,7,2026-05-10,resolved
271,2026-05-03,日,1C,捨てられた地,ーArchー,,,-,-,0,7,2026-05-10,resolved
271,2026-05-03,日,1D,ベア川下流,オアシスステップ,,,統一,-,0,7,2026-05-10,resolved
271,2026-05-03,日,1E,アルティノ入り口,Revenant,,,統一,宴会,6,7,2026-05-10,resolved
272,2026-05-04,月,3A,ルツム族駐屯地,PONYTAIL,,,,-,0,7,2026-05-11,resolved
272,2026-05-04,月,3B,アト農場,雪狼族,,,,宴会,0,7,2026-05-11,resolved
272,2026-05-04,月,2A,ベリア農場地帯,Döraêmön,,,-,-,0,7,2026-05-11,resolved
272,2026-05-04,月,2B,ギュントの丘,xAEGISx,,,-,宴会,0,4,2026-05-08,resolved
272,2026-05-04,月,2C,高原地帯,RaиkSS,,,-,宴会,0,7,2026-05-11,resolved
272,2026-05-04,月,1A,隠遁の森,Pandora,,,-,-,0,7,2026-05-11,resolved
272,2026-05-04,月,1B,エワズの丘,Kopitiam,,,-,宴会,0,7,2026-05-11,resolved
272,2026-05-04,月,1C,廃城跡入り口,一DEFlANCE,,,統一,-,3,7,2026-05-11,resolved
272,2026-05-04,月,1D,カイア渡し場,Restart,,,-,-,4,7,2026-05-11,resolved
272,2026-05-04,月,1E,カズラ農場,ムpocalypse,,,統一,-,0,7,2026-05-11,resolved
275,2026-05-07,木,3A,北部大農場,雲淡風輕o,,,,宴会,3,#N/A,#N/A,pending_or_error
275,2026-05-07,木,2A,トロル防御基地,黒の太陽,,,-,-,#N/A,#N/A,#N/A,pending_or_error
275,2026-05-07,木,2B,隠された修道院,黄昏のえりしおん,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
275,2026-05-07,木,2C,マルニの第2実験場,MystSA,,,-,-,3,4,2026-05-11,resolved
275,2026-05-07,木,1A,アグリス平原,MÏRÃGË,,,-,-,#N/A,#N/A,#N/A,pending_or_error
275,2026-05-07,木,1B,リンチ農場廃墟,Etërnîty,,,-,-,#N/A,#N/A,#N/A,pending_or_error
275,2026-05-07,木,1C,ブレディー砦,βυsнỉȉdo家族,,,-,-,3,#N/A,#N/A,pending_or_error
275,2026-05-07,木,1D,エントの森,シェイド,,,統一,-,#N/A,1,2026-05-08,pending_or_error
275,2026-05-07,木,1E,クリオ村,PokemonGo,,,統一,宴会,#N/A,#N/A,#N/A,pending_or_error
276,2026-05-08,金,3A,アグリス祭壇,・殺戮・,,,,-,#N/A,#N/A,#N/A,pending_or_error
276,2026-05-08,金,2A,ナーガ抽出場,UnityJP,,,-,-,#N/A,#N/A,#N/A,pending_or_error
276,2026-05-08,金,2B,オークキャンプ,xAEGISx,,,統一,-,5,2,2026-05-10,resolved
276,2026-05-08,金,1A,北部採石場,桜吹雪,,,統一,-,4,#N/A,#N/A,pending_or_error
276,2026-05-08,金,1B,ハーピーの絶壁,シェイド,,,-,-,1,2,2026-05-10,resolved
276,2026-05-08,金,1C,ブリの森,ーリベリオンー,,,-,宴会,#N/A,3,2026-05-11,pending_or_error
276,2026-05-08,金,1D,マンシャの森の奥,FLORISTS,,,-,-,5,#N/A,#N/A,pending_or_error
276,2026-05-08,金,1E,廃鉄鉱山採掘場,美孚冰室,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
278,2026-05-10,日,3A,デルニール農場,沙漠黑鷹,,,,-,0,7,2026-05-17,resolved
278,2026-05-10,日,2A,略奪の森,xAEGISx,,,-,-,0,7,2026-05-17,resolved
278,2026-05-10,日,2B,忘却の地,TRAITORs,,,-,-,0,5,2026-05-15,resolved
278,2026-05-10,日,1A,ナーガ沼地,亗Luxúria亗,,,統一,宴会,0,7,2026-05-17,resolved
278,2026-05-10,日,1B,旧ダンデリオン,シェイド,,,統一,宴会,0,1,2026-05-11,resolved
278,2026-05-10,日,1C,捨てられた地,一惡人谷一,,,-,-,0,7,2026-05-17,resolved
278,2026-05-10,日,1D,ベア川下流,オアシスステップ,,,-,-,0,7,2026-05-17,resolved
278,2026-05-10,日,1E,アルティノ入り口,Revenant,,,-,-,0,7,2026-05-17,resolved
279,2026-05-11,月,3A,ルツム族駐屯地,PONYTAIL,,,,-,0,7,2026-05-18,resolved
279,2026-05-11,月,3B,アト農場,雪狼族,,,,-,0,7,2026-05-18,resolved
279,2026-05-11,月,2A,ベリア農場地帯,MystSA,,,-,宴会,0,7,2026-05-18,resolved
279,2026-05-11,月,2B,ギュントの丘,PhoenixJP,,,-,-,3,7,2026-05-18,resolved
279,2026-05-11,月,2C,高原地帯,RaиkSS,,,-,-,0,7,2026-05-18,resolved
279,2026-05-11,月,1A,隠遁の森,RëBîrth,,,統一,-,0,7,2026-05-18,resolved
279,2026-05-11,月,1B,エワズの丘,ーリベリオンー,,,-,-,0,4,2026-05-15,resolved
279,2026-05-11,月,1C,廃城跡入り口,Maverickz,,,-,-,0,3,2026-05-14,resolved
279,2026-05-11,月,1D,カイア渡し場,シェイド,,,統一,-,0,4,2026-05-15,resolved
279,2026-05-11,月,1E,カズラ農場,C0BRA,,,-,宴会,0,7,2026-05-18,resolved
282,2026-05-14,木,3A,北部大農場,Иouver,,,,-,#N/A,#N/A,#N/A,pending_or_error
282,2026-05-14,木,2A,トロル防御基地,黒の太陽,,,-,宴会,#N/A,4,2026-05-18,pending_or_error
282,2026-05-14,木,2B,隠された修道院,柿一門,,,-,-,#N/A,#N/A,#N/A,pending_or_error
282,2026-05-14,木,2C,マルニの第2実験場,RaиkSS,,,-,宴会,3,#N/A,#N/A,pending_or_error
282,2026-05-14,木,1A,アグリス平原,ZirconiA,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
